timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/01/02 17:08:50.107, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:51.109, 51 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:52.110, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:53.111, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:54.113, 63 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:55.114, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:56.115, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:57.117, 85 %, 69 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:58.120, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:08:59.121, 83 %, 66 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:00.122, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:01.124, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:02.127, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:03.134, 46 %, 37 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:04.135, 51 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:05.137, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:06.138, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:07.139, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:08.140, 72 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:09.142, 64 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:10.143, 62 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:11.146, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:12.147, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:13.149, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:14.150, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:15.152, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:16.155, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:17.156, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:18.158, 63 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:19.159, 60 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:20.161, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:21.162, 64 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:22.165, 63 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:23.167, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:24.168, 88 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:25.170, 76 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:26.172, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:27.173, 73 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:28.174, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:29.176, 88 %, 69 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:30.178, 80 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:31.180, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:32.182, 66 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:33.184, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:34.185, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:35.186, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:36.189, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:37.192, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:38.194, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:39.196, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:40.198, 19 %, 15 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:41.201, 50 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:42.203, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:43.204, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:44.206, 74 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:45.209, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:46.211, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:47.212, 78 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:48.213, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:49.215, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:50.217, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:51.219, 76 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:52.220, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:53.221, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:54.223, 87 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:55.224, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:56.226, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:57.227, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:58.229, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:09:59.231, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:00.232, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:01.234, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:02.235, 43 %, 33 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:03.243, 44 %, 36 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:04.244, 50 %, 37 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:05.246, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:06.247, 63 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:07.249, 87 %, 66 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:08.251, 56 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:09.253, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:10.254, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:11.255, 59 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:12.256, 76 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:13.258, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:14.259, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:15.261, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:16.263, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:17.264, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:18.266, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:19.268, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:20.269, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:21.271, 79 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:22.273, 61 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:23.274, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:24.276, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:25.277, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:26.278, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:27.281, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:28.282, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:29.284, 78 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:30.285, 77 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:31.286, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:32.289, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:33.291, 63 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:34.293, 90 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:35.294, 80 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:36.296, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:37.298, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:38.299, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:39.301, 44 %, 36 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:40.302, 93 %, 70 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:41.304, 79 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:42.306, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:43.308, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:44.309, 75 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:45.310, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:46.311, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:47.313, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:48.314, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:49.315, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:50.318, 78 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:51.319, 46 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:52.321, 77 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:53.323, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:54.325, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:55.326, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:56.327, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:57.330, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:58.331, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:10:59.332, 73 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:00.333, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:01.335, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:02.336, 51 %, 38 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:03.338, 53 %, 41 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:04.340, 55 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:05.341, 54 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:06.342, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:07.343, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:08.345, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:09.347, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:10.349, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:11.351, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:12.352, 58 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:13.353, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:14.355, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:15.357, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:16.358, 88 %, 67 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:17.359, 74 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:18.360, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:19.363, 80 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:20.364, 71 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:21.366, 68 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:22.367, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:23.369, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:24.370, 61 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:25.372, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:26.374, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:27.376, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:28.377, 64 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:29.378, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:30.380, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:31.381, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:32.383, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:33.384, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:34.386, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:35.388, 74 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:36.389, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:37.391, 82 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:38.392, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:39.394, 66 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:40.395, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:41.396, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:42.397, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:43.399, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:44.401, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:45.405, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:46.407, 57 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:47.409, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:48.411, 73 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:49.413, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:50.414, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:51.415, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:52.416, 85 %, 66 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:53.418, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:54.419, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:55.421, 81 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:56.423, 78 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:57.424, 74 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:58.425, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:11:59.426, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:00.428, 80 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:01.430, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:02.431, 51 %, 40 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:03.433, 54 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:04.434, 54 %, 44 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:05.436, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:06.438, 80 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:07.439, 63 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:08.441, 43 %, 37 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:09.443, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:10.445, 63 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:11.446, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:12.448, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:13.449, 78 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:14.451, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:15.452, 82 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:16.454, 78 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:17.457, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:18.458, 47 %, 38 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:19.460, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:20.462, 44 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:21.464, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:22.465, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:23.467, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:24.469, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:25.470, 57 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:26.471, 81 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:27.472, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:28.473, 74 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:29.475, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:30.476, 59 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:31.478, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:32.479, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:33.481, 80 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:34.483, 72 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:35.484, 60 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:36.485, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:37.487, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:38.489, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:39.491, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:40.492, 91 %, 71 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:41.494, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:42.495, 82 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:43.497, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:44.499, 54 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:45.500, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:46.503, 78 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:12:47.505, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
